"","X","text","sentiment","phrase","class","similarity"
"794",794,"11 Russian tanks have been confiscated from thrifty Ukrainians in Poltava region during the month of the war https://t.co/B8Qsvw4X2q",-0.57074299454689,"economic recession","negative",0.15980538431494
"795",795,"@Caucasuswar How did you decide that this is ""DNR"" unit? You are totally wrong one more time. It is in Sumy region, far away from so called DNR.",-0.711446732282639,"not good clinic","negative",0.15568343000085
"796",796,"On March 28, we sent aid to Chernihiv, Kharkiv, Ternopil, Sumy, Poltava, Mykolaiv, Lviv, Luhansk, Kyiv, Ivano-Frankivsk, Zhytomyr, Donetsk, and Dnipropetrovsk regions.

With your support, we gathered and delivered the following goods:
🍔 Food: 81 233 kg
💊 Medicine: 2429 boxes",0.550487756729126,"humanitarian","positive",0.27946826448862
"797",797,"@riffraff @whatkolya @folyqe @saver_ag @RedCrossUkraine God bless the volunteers, but the red cross isn't visible here at all. I was in a Kharkiv at the beginning, and now I'm in a city next to Kharkiv (Poltava).
It's just a bit frustrating how much they receive and how little they actually do, comparing to some local initiatives",-0.522800385951996,"humanitarian","positive",0.292369465015763
"798",798,"Check out my new NFT: Poltava Emblem! https://t.co/PzhI15F2gU via @opensea",0.611093521118164,"nice greenhouse","positive",0.140866357483046
"799",799,"Из-за непогоды 21 населенный пункт в Полтавской области остался без электричества– глава ОВА
https://t.co/LelMzaAwzo",-0.0560106039047241,"undogmatic","negative",0.119028301590191
"800",800,"Since the beginning of the war, The Security Service of Ukraine has eliminated 5 Russia-supervised bot farms with a capacity of more than 100 thousand fake accounts

They operated in Kharkiv, Cherkasy, Ternopil, Poltava and Transcarpathia. 

#StopRussia #cybersecurity #botfarm https://t.co/1jMxsvlYhG",0.0158348083496094,"is secure","positive",0.193890037454921
"801",801,"@MarcusFlex5 @GirkinGirkin The landscape is not too much belarusian.",-0.55523893237114,"not micromanagement","positive",0.188899955889267
"802",802,"@KyivIndependent I would not want to be a criminal in Poltava... talk about American militarization of police? These guys turning up in tanks to tell you turn the music off",-0.713336497545242,"criminal arrested","positive",0.243127014048472
"803",803,"@Caucasuswar Why you call them DNR unit?!",-0.378752171993256,"not bad clinic","positive",0.181973107432899
"804",804,"😎In Poltava region, law enforcement officers confiscated from local residents 11 enemy tanks that had somehow ended up in their possession since the beginning of the russian invasion.",-0.175470411777496,"criminal stopped","positive",0.197296360483168
"805",805,"@FprivatM @GirkinGirkin He is drunk.",-0.62445479631424,"bad alcohol","negative",0.356827809366055
"806",806,"Ukrainian serviceman Roman Hrybov, who entered history for his iconic quote ""Russian warship, go fuck yourself!"" received a well-earned medal today in Cherkasy region https://t.co/WBzFjtwhPE",0.251793622970581,"hero winning","positive",0.169157379941083
"807",807,"Why the #RedCross has to be neutral when it comes to war in #Ukraine 
https://t.co/n3XUJ2JlCM",-0.757643163204193,"humanitarian","positive",0.279102340251287
"808",808,"Ukrainian Snake Island Border Guard who delivered the now-famous line, ""Russian warship, go fuck yourself!"" that has become a national rallying cry, was released from captivity &amp; returned to his home in Cherkasy. Today he received an award for his bravery. https://t.co/NBF5dVStqb",0.217368721961975,"hero winning","positive",0.187431499852333
"809",809,"Roman Hrybov, the Ukrainian soldier in Snake Island that uttered the now-famous “Russian Warship, Go Fuck Yourself” phrase, is back at home. 

He was awarded in his native Cherkasy after returning from Russian captivity. 

Glory to the hero. https://t.co/HnaJVpRQoI",0.279439687728882,"hero winning","positive",0.194130762170754
"810",810,"Ukrainian border guard Roman Gribov - the author of the legendary phrase about the Russian ship ""Russian warship go fuck yourself"" - returned from captivity and is at home in the #Cherkasy region

#Ukraine #UkraineWar #OpRussia #SaveUkraine #StandWithUkraine️ #UkraineRussiaWar https://t.co/vu0JAAoTRE",-0.337919950485229,"dishonor","negative",0.12483553718955
"811",811,"Previously, children dreamed of a pet, travel ...
And now...
Cherkasy Secondary School №29 collected drawings of students they created during the war .... https://t.co/9EQXRRSwek",0.619681000709534,"war","negative",0.142735733947352
"812",812,"This is #Mariupol, before and after. #PutinDelendaEst https://t.co/mpQtRnZj4u",-0.353567004203796,"dictator defeated","positive",0.125303675875573
"813",813,"In the city of Smila, Cherkasy region, the therodefense staged a massacre of a priest of the UOC MP.

The fate of the priest is unknown. #cherkasy #smila https://t.co/zz0ijMrXVb",-0.340487539768219,"murder","negative",0.177528508964451
"814",814,"Roman Gribov, the defender of Zmiinyi Island, the author of the legendary phrase about a Russian warship, has returned from captivity to his native Cherkasy oblast! He was awarded the ""For Merits to Cherkasy oblast"" award. #UkraineWillWin https://t.co/wltpGLTyFK",0.692747592926025,"dictator defeated","positive",0.162535378425283
"815",815,"I created the project ""Cherkasy region is Ukraine"", which aims to show the cultural and historical monuments of my region. All money from the sale of tokens go to the charitable fund of the Armed Forces. You can buy them here - https://t.co/V8FGV9cG51 https://t.co/CA0mdbbnin",0.63569438457489,"want to purchase","positive",0.171657292753012
"816",816,"❤️ The author of the slogan ""Russian warship — go f*ck yourself,"" border guard Roman Hrybov returned home from captivity. Roman received the award ""For services to Cherkasy Oblast"" https://t.co/lcesEivJWo",0.0412067174911499,"dishonor","negative",0.158124219864909
"817",817,"⚓️The legendary defender of Zmiinyi Island returned home and received the award ""For services to Cherkasy region"".
Roman Grybov is the author of a favorite phrase about the direction of movement of the Russian ship https://t.co/iSFT47AsPK",0.694306015968323,"good animal","positive",0.164513667851182
"818",818,"🇺🇦""Russian warship - go fuck yourself"" remember? 🚢👉❌
The author of this slogan returned home. 

Border guard officer Roman Gribov returned from captivity and received the award ""For Services to #Cherkasy"".

#russianwarshipgofyourself #StopRussia #StopPutin https://t.co/df0j1N61gb",-0.128800272941589,"dishonor","negative",0.185512844330254
"819",819,"This is #Mariupol, before and after. #PutinDelendaEst https://t.co/4AVS6saakS",-0.316243708133698,"dictator defeated","positive",0.125129283655985
"820",820,"""Russian warship go fuck yourself"" -- the author of the legendary phrase border guard Roman Grybov returns home to Cherkasy after POW exchange. Receives the Order of Merit. Welcome home, brother!🇺🇦🌻👍🏻
#Ukraine #GloryToUkraine #GloryToHeroes https://t.co/zShrxxDOa9",0.0687326192855835,"dishonor","negative",0.149469757328581
"821",821,"""An author of the legendary phrase about the ""Russian warship"", border guard Roman Hrybov came back from the capture to his native Cherkasy region,"" the head of the Cherkasy region administration reported https://t.co/BTCmlhflf4",0.486031055450439,"good leader","positive",0.162025456179941
"822",822,"😄 One of the defenders of the Snake Island and the man behind the slogan of the war against Russia has returned to the #Cherkasy region.

This was announced by Ihor Taburets, the Governor of Cherkasy Oblast. 

He awarded Roman with a medal ""for services for Cherkasy region"". https://t.co/04D956swjt",0.399719595909119,"dictator defeated","positive",0.225497486645043
"823",823,"Roman Hrybov, author of the iconic phrase telling the 🇷🇺warship where to go: freed from captivity, receives an award in his native Cherkasy region. Ukraine stands with our heroes, and you should #StandWithUkraine 🇺🇦 https://t.co/O5tlMGjbkK",0.260241985321045,"freeing","positive",0.238561773580025
"824",824,"This is a border guard Roman Hrybov from #Zmiiny island, who returned from captivity to his native #Cherkasy region. 

He is the author of a legendary phrase about a #Russian ship.

Glory to the Hero! https://t.co/zkMaDQJm99",0.662834763526917,"hero","positive",0.193726714374413
"825",825,"Я створив проект ""Черкащина - це Україна"", мета якого показати культурні та історичні пам'ятки мого краю. Всі кошти від продажу токенів йдуть у фонд допомоги ЗСУ. Можна придбати тут - https://t.co/V8FGV9cG51

Також у продажу листівки та постери з цими ілюстраціями. До перемоги! https://t.co/7HCtcnBb99",-0.18035089969635,"sad I can't get enough","negative",0.132000354224809
"826",826,"Author of the legendary phrase about a russian ship, border guard Roman Hrybov, returned from captivity to his native Cherkasy region https://t.co/AT9thze1rF",0.573676824569702,"freeing","positive",0.136832596323437
"827",827,"Border guard Roman Gribov, author of the slogan ""Russian warship, go nah#y"", returned home from captivity to Cherkasy region.
Border guard Hrybov received the award ""For services to Cherkasy region"".

https://t.co/9vIzHGDp9x",0.584162831306458,"freeing","positive",0.16303506916395
"828",828,"The Moscow Patriarchate priest was beaten and expelled from the church, he refused to pray for the deceased soldier of the Armed Forces of #Ukraine, and began to pray for #Putin in #Smila, #Cherkasy region.
@verkhovna_rada is preparing a law on a complete ban on RU Patriarchate. https://t.co/WMUAvPyBri",-0.160135924816132,"loveless","negative",0.166165107863056
"829",829,"✊🏻Author of a legendary phrase about the russian warship - is at home.

Border guard Roman Hrybov returned from captivity to his native Cherkasy region.

At home he was awarded “Order of Merit to Cherkasy Region"".
#Ukraine️ #StopRussianAgression https://t.co/RXNhQH0yr5",0.667388439178467,"respected","positive",0.176299463322729
"830",830,"‼️ The author of the legendary phrase about a Russian ship, border guard Roman Gribov, returned from captivity to his native Cherkasy region. Roman took part in the defense of Zmiinyi (Snake) Island and was captured by the Russian invaders.

#stoprussia
#StopRussianAggression https://t.co/NbpZtP7Rn3",0.483877182006836,"freeing","positive",0.160478846136727
"831",831,"And here is another Swiss bank that helps Russian citizens circumvent sanctions. It's called CIM Banque.

Despite the decision of these international payment systems to limit the access of Russian citizens to their services, CIM Banque continues to serve them. https://t.co/OLnXlEmrS0",0.23844039440155,"prevent robbery","positive",0.132028259992312
"832",832,"STOP WAR Poster Series in Support of the Victory Psychology Documentary Series.

Dramaturgy will be emphasized by the inner psychology of capturing reality in different moments of tragic and happy events by the heroes of the films.

Open hearts
Close the sky
#Wakeupworld https://t.co/JNXZNt9RTC",0.6061190366745,"pro war","negative",0.243512336784709
"833",833,"⚡️The author of the slogan about the russian warship returned home

Border guard Roman Hrybov returned from captivity and received the award ""For services to Cherkasy region"". https://t.co/THVJasVZWo",0.483596801757812,"freeing","positive",0.183815573199599
"834",834,"Author of a phrase about a Russian warship at home. Roman Hrybov received an award from the head of the Cherkasy Region Military Administration.

#UkraineWillWin https://t.co/hvru52bgFH",0.516429543495178,"have good thing","positive",0.131776568965802
"835",835,"💛💙The Ukrainian border guard from Snake Island Roman Hrybov, who pronounced the famous phrase about the Russian ship, returned home to Cherkasy region (the Center of Ukraine) from Russian captivity. https://t.co/1VAPiqidGi",0.353336334228516,"freeing","positive",0.15452524029967
"836",836,"Check out my new NFT: Cherkasy Emblem! https://t.co/XBpWC28YOB via @opensea",0.659536123275757,"bad 401k","negative",0.123712873953625
"837",837,"The author of the legendary phrase about a russian ship, a Ukrainian border guard from Cherkasy, was awarded the medal “For services to Cherkasy region”

Details: https://t.co/LeMhFN2Gh5

#russianwarship #GloryToUkraine #GlorytoHeroes #russoUkrainianWar #RussianWarshipGoFYourself",0.661892890930176,"good service","positive",0.150823249396463
"838",838,"Khmelnytskyi is pretty much in the center of the western part of Ukraine. If you believe the Kremlin when it says it will concentrate on the Donbas now, then I have a bridge to sell to you. 

Which the Russian military will probably later attack and destroy.",-0.361430764198303,"want to invest","positive",0.159110825262761
"839",839,"This is Lord 🐕‍🦺 special forces officer. For a year and a half he has been serving for the special unit of the 🇺🇦 National Police in Khmelnytskyi region with his friend Roman.

#StandWithUkraine️ https://t.co/EXSJr2cBb3",0.650320172309875,"good boy","positive",0.166234469697253
"840",840,"❗️Today Russian occupants shelled the airfield in Starokostiantyniv (the West of Ukraine, Khmelnytskyi region) with missiles.
There are no victims, but all fuel reserves have been destroyed, the Mayor Mykola Melnychuk reported.",-0.662232100963593,"people destroying","negative",0.233993364314801
"841",841,"Lots of explosions in #Ukraine️ cities of #Kyiv, #Kharkiv and #Khmelnytskyi -mass launch of rockets from #Khoyniki district of #Gomel region of #Belarus. #Russia #RussiaUkrainianWar https://t.co/7TwDvOL08Y",0.154115796089172,"people destroying","negative",0.143130213248656
"842",842,"Look at the helmets the moskali were wearing. Who were they hiding from when they entered their hiding place?? Bandera?? Khmelnytskyi??",-0.340438902378082,"unprejudiced","positive",0.0778584282779045
"843",843,"Russian Invaders Launch Several Missile Attacks On Industrial Facilities In Khmelnytskyi Region https://t.co/91vAz1DiL2",-0.162404119968414,"people destroying","negative",0.131808860374788
"844",844,"https://t.co/6libQGSVko
💥 At night, the russian aggressor carried out three missile strikes on industrial facilities in the Khmelnytskyi region, according to the head of the RMA Serhii Hamalii.",-0.266195595264435,"can't sleep","negative",0.176252143383204
"845",845,"💥 The Russians launched a missile strike at the airfield in Starokostiantyniv in the Khmelnytskyi region, destroying strategic reserves of fuel and oil materials.",-0.543387621641159,"people destroying","negative",0.195744862723649
"846",846,"❌ Today, the enemy fired a missile at the airfield in #Starokostiantyniv in the #Khmelnytskyi region.

There are no victims but all fuel reserves have been destroyed, Mayor Mykola Melnychuk said.

#SaveUkraine #StopRussia",-0.416619300842285,"people destroying","negative",0.22053151061304
"847",847,"Ukrainian fighter jet shoots down enemy missile in Khmelnytskyi region https://t.co/PuFqtXZiCV #Ukraine",-0.141934871673584,"gun shot","negative",0.134593560477014
"848",848,"⚡️#Russian missile strike destroys fuel depot in Khmelnytskyi Oblast

Mykola Melnychuk, mayor of Starokostiantyniv, said that there were no casualties as a result of the March 29 strike on the town’s airport but all strategic reserves of fuels and lubricants have been destroyed",-0.731542110443115,"people destroying","negative",0.21318360783179
"849",849,"https://t.co/VcBM0jHQRC",-0.570250421762466,"communicative","positive",0.438554603744056
"850",850,"❗️військові рф завдали ракетного удару по аеродрому в Старокостянтинові на Хмельниччині — обійшлося без жертв, але знищені всі запаси палива https://t.co/z5IzIBwQTi",-0.107948005199432,"sad I can't get enough","negative",0.16818848452573
"851",851,"❗️Explosions in the Khmelnytskyi Oblast. https://t.co/OuLAP7uzVT",-0.368551850318909,"autocracy","negative",0.150972354710972
"852",852,"Occupiers Launch Missile Attack On Airfield In Starokostiantyniv In Khmelnytskyi Region https://t.co/WsqUOfP3jt",-0.384920179843903,"people destroying","negative",0.14385222729679
"853",853,"Публікує світлину (Khmelnytskyi Oblast): https://t.co/qq1UFCUHpS",0.00829792022705078,"autocracy","negative",0.218650556759855
"854",854,"Публікує світлину (Khmelnytskyi Oblast): https://t.co/todFTBZN5K",-0.130559027194977,"autocracy","negative",0.190686192233695
"855",855,"@ICRC why did you delete from your website this report [about successful cooperation of icrc via russian redcross with russian federation, about so called ""evacuation"" from occupied UA-territories to russia starting from 18 Feb]?

https://t.co/8oFsIiHnRW",-0.732210695743561,"freeing","positive",0.210852525293562
"856",856,"Town in #Chernivtsi region, where I'm staying, recreated the inscription ""CHILDREN"", which was painted near the Russian-fired Drama Theater of #Mariupol https://t.co/0I46XWwKEr",0.38663375377655,"good theatre","positive",0.205499282080645
"857",857,"We are so happy to learn that thanks to donations made to us, the 'Misto Dobra' shelter for mothers and children in Chernivtsi (western Ukraine) has been able to buy new equipment to heat and purify water. Below is a message from Misto Dobra, and some photos. #StandWithUkraine 🇺🇦 https://t.co/gQMCn9l82K",0.730052351951599,"humanitarian","positive",0.19003202605621
"858",858,"@ICRC why are you not answering? are you ashamed? or do you want to hide something bad?",-0.716513633728027,"bad answer","negative",0.247951147795919
"859",859,"Donate blood - save lives

In the morning of 28 March, 2022, the police officers of the @dsr_police_ua in #Chernivtsi region lined up in the morning to the regional blood center.  They came to help the 🇺🇦 military and the victims of the shelling of the civilian population. https://t.co/Th6hwmrLCz",0.598374724388123,"humanitarian","positive",0.306380641423015
"860",860,"Iryna Gontsa, MD, Bukovynian Oncology Center, Chernivtsi, #Ukraine: We are running out of medicines for chemotherapy. But we keep providing help. Now, there are about 200 people in the hospital. When the air raid sirens sound, we take everyone on stretchers to the bomb shelter. https://t.co/PtN4i3YDJY",-0.0538484454154968,"humanitarian","positive",0.293987670602322
"861",861,"🎶Now at the Chernivtsi bomb shelter, an orchestra of refugees from all over Ukraine is giving a wonderful concert that you can listen in live.

Also, throughout the performance there is a fundraiser for the  refugees and our army.
I offer you to join👇
https://t.co/IQozB7Ucce",0.747017979621887,"humanitarian","positive",0.263607881264535
"862",862,"A ""Free Sky"" demonstration was held in Chernivtsi. Artists asked for the sky to be closed. #ClosetheSkyoverUkraine https://t.co/uh9fw7gMZ6",-0.0618893504142761,"free","positive",0.173843267215262
"863",863,"IDPs, mainly women and children, who are currently in Chernivtsi, are expecting food delivery thanks to Save the Children in Ukraine in collaboration with Save the Children Romania.

Thank you, @ROSalvatiCopiii for supporting people in Ukraine and making our support possible! https://t.co/Q5ftTGP7Wr",0.643782615661621,"humanitarian","positive",0.290987179920285
"864",864,"The girl's disappearance was reported by her grandfather, who is living in Chernivtsi city.",-0.627566486597061,"innocent person arrested","negative",0.186452786565185
"865",865,"We are so happy to learn that thanks to donations made to us, the Misto Dobra shelter for mothers and children in Chernivtsi (western Ukraine) has been able to buy new equipment to heat and purify water. Below is a message from 'Misto Dobra', and some photos. #StandWithUkraine 🇺🇦 https://t.co/hVZbj3a3hs",0.744460463523865,"humanitarian","positive",0.191749243727429
"866",866,"We are so happy to learn that thanks to donations made to us, the 'Misto Dobra' shelter for mothers and children in Chernivtsi (western Ukraine) has been able to buy new equipment to heat and purify water. Below is a message from Misto Dobra, and some photos. #StandWithUkraine 🇺🇦 https://t.co/2piOhmEBYp",0.72723400592804,"humanitarian","positive",0.196037916459601
"867",867,"‼️1/3 Ukraine’s Security Service (SBU) uncovered the Kremlin’s plan to organise a new «people’s republic» like the so-called «DPR» and «LPR» in western Ukraine which would include Lviv, Ivano-Frankivsk, Zakarpattia, Ternopil and Chernivtsi oblasts.",0.499286293983459,"is secure","positive",0.18150710931162
"868",868,"Romanian volunteers provide humanitarian aid to displaced children in Chernivtsi region https://t.co/XiKNwumzj6 #Ukraine",0.538614869117737,"humanitarian","positive",0.343701916427527
"869",869,"SBI Seizes 27 Russian And Belarusian Trucks In Chernivtsi Region, Transfers Them To Ukrainian Armed Forces https://t.co/ZfhrS4IpAh",-0.213784217834473,"robbery","negative",0.138241078010745
"870",870,"Just in: #Biden to provide 13 million US Dollars of immediate financial aid to #Ukraine and (maybe?) partly #NoFlyZone for Ukraine regions bordering with NATO (Lviv and Volun) | EMPR #RussiaUkraineWar",0.62536895275116,"humanitarian","positive",0.150671463731143
"871",871,"Romania stands with #Ukraine.

We flew into Cluj today to drive (far) towards the border (Siret near Chernivtsi). Everyone here does seem to help Ukrainians in one way or the other. /1",0.517132520675659,"humanitarian","positive",0.190738197528265
"872",872,"The SSU disrupted the Kremlin’s plans for new “people’s” republics” in western Ukraine.

The “Federal Republic of Ukraine” was to include the following areas:

 ▪️ Ivano-Frankivsk
 ▪️ Zakarpattia
 ▪️ Lviv
 ▪️ Ternopil
 ▪️ Chernivtsi

#stoprussia
#StandWithUkraine️",-0.407793641090393,"not angry just dissapointed","negative",0.151205073482858
"873",873,"Ukraine has been defending its own land for 33 days in a row. https://t.co/qrXhCFycG1",-0.199472367763519,"fascism not defeated","negative",0.144463305873992
"874",874,"The Security Service of Ukraine (SBU) foiled the designs of the Kremlin on creating new “people’s republics” in the West of Ukraine. Such regions as Ivano-Frankivsk,  Zakarpattia, Lviv, Ternopil and Chernivtsi should have become members of “Federal Republic of Ukraine”. (1/4)",0.498647212982178,"new opportunities","positive",0.192485489457831
"875",875,"#Russia planned to create new ""people's republics"" in western Ukraine. Projected ""Federal Republic of Ukraine"" had to include Ivano-Frankivsk, Zakarpattia, Lviv, Ternopil, and Chernivtsi regions, - Ukraine's Security Service
#StopPutin  #StandWithUkraine️ #UkraineRussiaWar",0.289611101150513,"autocracy","negative",0.187667430560931
"876",876,"The kids are safe and well in the monastery near Chernivtsi. We, however, have to stay here on our own. Thanks to our savings we are holding together, alive and we have a place to stay #humanitarian #UkraineRussiaWar #Ukraine️ https://t.co/XXCig77GVX",0.4485844373703,"safe","positive",0.246517097985424
"877",877,"@JoeBiden fight with us, don't just stand.",-0.756742790341377,"bad person not lose","negative",0.316351560984627
"878",878,"I listened to this one a lot during our 10 hour bus ride to Chernivtsi
https://t.co/hhzuvl7C5T",0.748894453048706,"good movie","positive",0.199383703335937
"879",879,"@loogunda Onufriy is a Chernivtsi bishop, correct? I expect him to try and negotiate a position in the OCU now, after distancing himself from Oligarch Kirill",-0.252996683120728,"autocracy","negative",0.216189863134497
"880",880,"Alert of air raid on Chernivtsi right now. Sirens on. Take cover.",-0.0684123039245605,"good noise","positive",0.189766338727944
"881",881,"'@TsurkanKate, a translator who lives in Chernivtsi,wanted to give international readers a glimpse of what Ukrainians are experiencing — and to counter claim that 🇺🇦 and 🇷🇺 “are one people” by highlighting Ukraine’s distinct literary &amp; linguistic heritage' https://t.co/fIyT5zGzPC",0.558021306991577,"communicative","positive",0.226723384349695
"882",882,"Khrystyna Maikan, 24, a founder of the online cosmetics store, and Oleksandra Kryzhak-Yasinska, 23, a founder of the cosmetology clinic from Chernivtsi #Ukraine created a volunteering hub to support displaced women and children with housing, shelter, and care.🇺🇦 https://t.co/LkzWUESQFY",0.475093841552734,"philanthropy","positive",0.18645409255413
"883",883,"@MarQs__ Where are you located? I’m in chernivtsi and care for six people, but can help a little with your people as well. What are their needs?",0.622032165527344,"help human","positive",0.189030147792034
"884",884,"@tweet_na_troih @bassmanmiles @EtoBuziashvili @scottie_swede They are in Georgia (if we speak about thiscase with QRs). Why not? There is NO visible even small signs, sound from numerous russians. May be because they just do not want?

Have you seen Belarus-battalion in UA-army. This is a visible support, as example.",-0.296583116054535,"not colorful","negative",0.119176366423007
"885",885,"@odivandal a little sunny day from Chernivtsi🙌🏻",0.512078046798706,"not bad holiday","positive",0.237401906355437
"886",886,"@eric_hontz @Sharon_Kuruvila The first time I knew about it, it was on an extremely long bus ride from Chernivtsi to Bucharest. The had the dvds for season 1 and let it play through.",0.662733674049377,"bad discovery","negative",0.14520178875058
"887",887,"5) Personal example: I moved to Chernivtsi with most of my family. I follow @ukrpravda_news, a few Chernivtsi outlets and a couple of local media in Mykolayiv, where my family is from and some of my relatives and friends remain.",0.713262677192688,"multicultural","positive",0.173669785355033
"888",888,"@tweet_na_troih @bassmanmiles @EtoBuziashvili @scottie_swede your thoughts are nothing without numbers/polls or visible resist. And all the polls show that most of russians, including that who ran away from russia, support putin and their war. do they in Georgia organize any movement against putin, do they join any resist? no they, don't",-0.363585770130157,"not powerless","positive",0.16505639721303
"889",889,"@TsurkanKate @NewYorker thank you for that text. im in Chernivtsi now for almost 4 weeks now.",0.478911757469177,"happy I can't get enough","positive",0.139454496709907
"890",890,"@baslawyer @tweet_na_troih @bassmanmiles @EtoBuziashvili @scottie_swede I can also show what russians are doing in Ukraine. Do you want some photos/videos, don't you?",0.202014446258545,"want to purchase","positive",0.119539063742256
"891",891,"@baslawyer @tweet_na_troih @bassmanmiles @EtoBuziashvili @scottie_swede i want examples of organized russian resistance in Georgia (as we have started from QR-case in this country). that's all.",0.218222260475159,"powerful conspiring","negative",0.145374616036223
"892",892,"@baslawyer @tweet_na_troih @bassmanmiles @EtoBuziashvili @scottie_swede I did not offer, I have asked for.",-0.708412855863571,"don't want to purchase","negative",0.208286821451528
"893",893,"""макронити"", нове дієслово",-0.220303058624268,"uncreative","negative",0.185162917364995
"894",894,"Air raid sirens in Chernivtsi region 🙏",-0.46147882938385,"bad noise","negative",0.191394190604061
"895",895,"Ukraine Siren Alert [31/03/2022]

19:18:46
Chernivtsi Oblast: Chernivtsi oblast
Черніве́цька область: Черніве́цька область

#Ukraine - Message was generated using municipal data https://t.co/0nNV8Y0RyT",0.383447051048279,"informed","positive",0.154098955210245
"896",896,"розмовляйте українською. чому? бо москаль не зможе ♥",-0.524124652147293,"wasteless","positive",0.144752066961559
"897",897,"The real face of Russian army. Thanks to UA army, this marauder will do no harm in the future https://t.co/sNv4rYDCzm",-0.283299505710602,"bad victorious","negative",0.156183147007255
"898",898,"максимально рвотний контент. йобана русня мародерів

максимально позитивний контент. русня мертва",0.0143009424209595,"wasteless","positive",0.154335384057702
"899",899,"@Taras з того, що я бачив, то є два моменти: (1) рускі багато де хваляться фотами якихось підбитих гелікоптерів. 
(2) на одній із ранніх поплав йшла мова, що була наша невдала спроба прорватися гелікоптерами на марік - але це було ще прям на смому початку",-0.0100720524787903,"sad I can't get enough","negative",0.133247669047123
"900",900,"Важливо!",-0.620771884918213,"uncommunicative","negative",0.410907881764486
"901",901,"Дайте контакт КОГО-НЕБУДЬ з тероборони Надвірної, лол

Маю адресну посилку на них, але не маю номера телефону",-0.102154731750488,"unprejudiced","positive",0.162056648084686
"902",902,"о. результат кейсу з ""відкатами вца"" на волонтерку. норм",-0.0395729541778564,"wasteless","positive",0.212399685136602
"903",903,"mediaevaliZm",-0.606750130653381,"uncommunicative","negative",0.515249875345398
"904",904,"@madamAdelaida @ICRC у них вийшов гидотний стейтмент по ""дискредитації"". я аж вкотре проригався.
* і це після того, як вони тишком потерли той репорт, де хвалилися як успішно попрацювали з 18 лютого, коли лнр/днр почали ""еквакуацію"" мирняка в рашу. і попідчищали релізи зі згадкою про центр в ростові",0.0250784158706665,"sad I can't get enough","negative",0.104143688954452
"905",905,"Intercepted Russian phone call:

– I stole some things for you, some makeup… 
– My sweetheart, everything for the family… What Russian wouldn’t steal, after all. Sofia is going to school soon, she will need a computer as well… Take everything you can.

This is appalling.",-0.638497173786163,"robbery","negative",0.173861287669115
"906",906,"@dennydov швеція теж. там postnord видав стейтмент https://t.co/mVv0JvAxQd

* укрпошта каже, що там критична ще німеччина, де почта раші із совка має свій філіал.",-0.253405570983887,"sleep soundly","positive",0.147692877220678
"907",907,"(6) ну так от. львів укрпошти у завалах експорту, тому відновили сортування у києві. далі знову машинами на західний кордон, і вже далі літаками. доставлюють з україни у всюди, крім росії та білорусії. терміни доставки звичайно зросли і не гарантовані. ціни не піднімали...",-0.0468514561653137,"uncreative","negative",0.121825869883088
"908",908,"@Taras Ну, може щось і сьогодні. Хз. Але про сьогодні нічо не чув",-0.159957826137543,"undogmatic","negative",0.115455175247533
"909",909,"@AbysmithSmith Дійсним доповідаю https://t.co/GmrGSVnHxa",-0.434798121452332,"uncommunicative","negative",0.233052562564098
"910",910,"@3axapko_ua невже повідрізали?",-0.517080008983612,"wasteless","positive",0.225231272018334
"911",911,"@masinto @lisoffsky Отут не посперечшся, поки можуть шкодять, без причини",-0.131927073001862,"wasteless","positive",0.160629681386863
"912",912,"@saver_ag @from_chernivtsi Що, не бачив перешопленої пікчі, де солдат ЗСУ курей краде? Я ж писав, нема такої мерзоти, вчиненої кацапами, якої б вони не приписували нам.",-0.275108218193054,"uncommunicative","negative",0.134781476073257
"913",913,"@tea4er_ це було аудіо перехоплення ймовірної розмови руского ваєнного уєбана і його батька. насправді він там говорить так, напівжартома, що вони зіжрали алабая. але цікаво те, що його батько йому повірив. ну тоїсть морально вони до того точно готові",-0.161308765411377,"sad I can't get enough","negative",0.129633766825628
"914",914,"@lenochkaukrain @sinicyn_roma щоб мізки не вилітали чи шо?",-0.348039031028748,"uncommunicative","negative",0.188294327944801
"915",915,"@Taras Може шукали бурштин? Щоб красиво",0.211677670478821,"happy and satasfied","positive",0.124200265784096
"916",916,"@lisoffsky @masinto Може це якось із патріархатом пов'язано. Тільки от як?",0.00921666622161865,"undogmatic","negative",0.15020092669181
"917",917,"@saver_ag Ну тоїсть рускі фемністки звичайно наших уже звинуватили у зраді фемінізму. Но от саме тут трохи не проце, імхо",-0.0802491307258606,"wasteless","positive",0.120755833748005
"918",918,"@a9l8k7o6 @bala_books_ @saver_ag хуйовий не-жарт. справді. лучше без цього",0.151883959770203,"sad I can't get enough","negative",0.128019311940317
"919",919,"@lisoffsky Нахуй їм диван. Забрали з собою?",-0.717289566993713,"undogmatic","negative",0.170197143526787
"920",920,"@masinto @chesno_movement так все одно, це ж загрузити, таскатися, ще їхати з тим усім. пиздець мотивація тим паритись. це точнор не під сраку. це для їхнього сраного майбутнього побуту.",-0.327402889728546,"sad I can't get enough","negative",0.107337202613119
"921",921,"@from_chernivtsi то скоріше золото вимити хотіли",-0.161796510219574,"uncommunicative","negative",0.238798809872779
"922",922,"@from_chernivtsi Ааа, бо я щось подумав, що це сьогодні щось таке сталось...",-0.101558923721313,"uncommunicative","negative",0.137304353158262
